,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
0,1983-03-22,-0.027870680044593,-0.0069194575145309,-0.035460992907801,-0.055555555555556,-0.35787000783085,,0.0,-0.027870680044593,-0.006919457514531,-0.035460992907801,-0.055555555555556,-0.35787000783085
1,1983-03-23,-0.025229357798165,-0.017558528428094,-0.0035294117647058,0.025882352941177,0.30243902439024,,0.0,-0.025229357798165,-0.017558528428094,-0.0035294117647059,0.025882352941177,0.30243902439024
2,1983-03-24,0.025882352941177,-0.0034042553191489,0.022136953955136,0.0071674311926605,-0.079588014981273,,0.0,0.025882352941177,-0.0034042553191489,0.022136953955136,0.0071674311926605,-0.079588014981273
3,1983-03-25,0.021502293577982,0.031881582692855,0.01068437770719,0.010532308568175,-0.46490335707019,,0.0,0.021502293577982,0.031881582692855,0.01068437770719,0.010532308568175,-0.46490335707019
4,1983-03-28,-0.0070165590794274,-0.0033103448275861,-0.010571428571428,-0.02112676056338,1.351711026616,,0.0,-0.0070165590794276,-0.003310344827586,-0.010571428571428,-0.02112676056338,1.351711026616
5,1983-03-29,-0.028264556246467,-0.020758372543593,-0.0360958706324,-0.028776978417266,0.57235246564268,,0.0,-0.028264556246467,-0.020758372543593,-0.0360958706324,-0.028776978417266,0.57235246564268
6,1983-03-30,0.0072716695753345,-0.0036743923120408,0.014979029358898,0.037037037037037,-0.46375321336761,,0.0,0.0072716695753344,-0.0036743923120406,0.014979029358898,0.037037037037037,-0.46375321336761
7,1983-03-31,0.03956107421311,0.085106382978723,-0.018595041322314,-0.042857142857143,0.53978906999041,,0.0,0.03956107421311,0.085106382978723,-0.018595041322314,-0.042857142857143,0.53978906999041
8,1983-04-04,-0.083333333333333,-0.12732026143791,-0.037593984962406,-0.011044776119403,0.20174346201743,,0.0,-0.083333333333333,-0.12732026143791,-0.037593984962406,-0.011044776119403,0.20174346201743
9,1983-04-05,0.0,0.014979029358898,0.0196875,-0.015092061575611,-0.21813471502591,,0.0,0.0,0.014979029358898,0.0196875,-0.015092061575611,-0.21813471502591
10,1983-04-06,-0.034242424242424,-0.048110979929162,-0.042292368985596,-0.034630707937481,0.69184890656064,,0.0,-0.034242424242424,-0.048110979929162,-0.042292368985596,-0.034630707937481,0.69184890656064
11,1983-04-07,-0.01568873548792,-0.015503875968992,-0.008,0.0079365079365079,-0.13278495887192,,0.0,-0.01568873548792,-0.015503875968992,-0.008,0.007936507936508,-0.13278495887192
