,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
0,1997-05-19,-0.084003574620197,-0.10526315789474,-0.048780487804878,-0.012048192771084,-0.58457142857143,,0.0,-0.084003574620197,-0.10526315789474,-0.048780487804878,-0.012048192771084,-0.58457142857143
1,1997-05-20,0.01219512195122,-0.011764705882353,0.0066666666666666,-0.042439024390244,-0.1047357044606,,0.0,0.012195121951219,-0.011764705882353,0.0066666666666666,-0.042439024390244,-0.1047357044606
2,1997-05-21,-0.072289156626506,-0.05952380952381,-0.15944982170148,-0.12735608762099,2.448419666374,,0.0,-0.072289156626506,-0.05952380952381,-0.15944982170148,-0.12735608762099,2.448419666374
3,1997-05-22,-0.1038961038961,-0.12,-0.045454545454545,-0.022183304144775,-0.3753421169881,,0.0,-0.1038961038961,-0.12,-0.045454545454545,-0.022183304144775,-0.3753421169881
4,1997-05-23,-0.021449275362319,0.05005753739931,0.015873015873016,0.074626865671642,0.35327083757897,,0.0,-0.021449275362319,0.05005753739931,0.015873015873016,0.074626865671642,0.35327083757897
5,1997-05-27,0.05154028436019,0.082191780821918,0.09375,0.055555555555556,-0.45425796250282,,0.0,0.05154028436019,0.082191780821918,0.09375,0.055555555555556,-0.45425796250282
6,1997-05-28,0.087887323943662,-0.0060759493670887,0.050285714285714,-0.032631578947368,-0.47406181015453,,0.0,0.087887323943662,-0.0060759493670886,0.050285714285714,-0.032631578947368,-0.47406181015453
7,1997-05-29,-0.041947177628172,-0.057564951604687,-0.034276387377584,-0.017410228509249,-0.2408184679958,,0.0,-0.041947177628172,-0.057564951604687,-0.034276387377584,-0.017410228509249,-0.2408184679958
8,1997-05-30,-0.027027027027027,-0.02,0.0,-0.0033222591362126,-0.25293711126469,,0.0,-0.027027027027027,-0.02,0.0,-0.0033222591362126,-0.25293711126469
9,1997-06-02,0.0072222222222222,0.013789299503585,0.014084507042254,0.0072222222222222,-0.77197039777983,,0.0,0.0072222222222222,0.013789299503585,0.014084507042254,0.0072222222222222,-0.77197039777983
10,1997-06-03,0.013789299503585,0.0,-0.013888888888889,-0.020959735245449,1.0,,0.0,0.013789299503585,0.0,-0.013888888888889,-0.02095973524545,1.0
11,1997-06-04,-0.034276387377584,-0.027203482045702,-0.056338028169014,-0.042253521126761,1.6034482758621,,0.0,-0.034276387377584,-0.027203482045702,-0.056338028169014,-0.042253521126761,1.6034482758621
12,1997-06-05,-0.042253521126761,0.034675615212528,-0.014925373134328,0.088235294117647,0.84144916244644,,0.0,-0.042253521126761,0.034675615212528,-0.014925373134328,0.088235294117647,0.84144916244644
13,1997-06-06,0.066470588235294,0.10810810810811,0.098787878787879,0.074594594594595,0.3763486354982,,0.0,0.066470588235294,0.10810810810811,0.098787878787879,0.074594594594595,0.3763486354982
14,1997-06-09,0.1169332597904,0.0,0.096525096525097,0.018611670020121,-0.69873962496157,,0.0,0.1169332597904,0.0,0.096525096525096,0.018611670020121,-0.69873962496157
15,1997-06-10,0.012345679012346,0.0,-0.075452716297787,-0.061728395061728,1.3209183673469,,0.0,0.012345679012346,0.0,-0.075452716297787,-0.061728395061728,1.3209183673469
16,1997-06-11,-0.066829268292683,-0.060975609756098,0.0,-0.026315789473684,-0.78236975159376,,0.0,-0.066829268292683,-0.060975609756098,0.0,-0.026315789473684,-0.78236975159376
17,1997-06-12,-0.0067956089911134,0.025974025974026,0.013601741022851,0.040540540540541,0.37373737373737,,0.0,-0.0067956089911134,0.025974025974026,0.013601741022851,0.040540540540541,0.37373737373737
18,1997-06-13,0.026315789473684,-0.012658227848101,0.019860440150295,-0.012987012987013,-0.575,,0.0,0.026315789473684,-0.012658227848101,0.019860440150295,-0.012987012987013,-0.575
19,1997-06-16,-0.025641025641026,-0.012820512820513,-0.013157894736842,-0.0063157894736843,0.31660899653979,,0.0,-0.025641025641026,-0.012820512820513,-0.013157894736842,-0.0063157894736842,0.31660899653979
20,1997-06-17,-0.003157894736842,-0.0031168831168831,-0.0432,-0.043432203389831,4.1537450722733,,0.0,-0.003157894736842,-0.0031168831168831,-0.0432,-0.043432203389831,4.1537450722733
21,1997-06-18,-0.036430834213305,-0.039082855653986,0.0033444816053511,0.0038759689922481,-0.47628760836308,,0.0,-0.036430834213305,-0.039082855653986,0.0033444816053511,0.0038759689922481,-0.47628760836308
22,1997-06-19,-0.0065753424657535,-0.0032537960954448,0.0,0.0,-0.59298928919182,,0.0,-0.0065753424657534,-0.0032537960954448,0.0,0.0,-0.59298928919182
